HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,E.Kim.1,E.Kim.2,E.Kim.3,E.Kim.4,E.Kim.5,E.Kim.6,E.Kim.7,E.Kim.8,E.Kim.9,E.Kim.10,E.Kim.11,E.Kim.12,E.Kim.13,E.Kim.14,E.Kim.15,E.Kim.16,E.Kim.17,E.Kim.18,E.Kim.19,E.Kim.20,E.Kim.21
69910827,Yes,Woman,[Decline to Answer],19,South East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],16,5,Hong Kong,3,16,Nonreligious,[Decline to Answer],Mostly left handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
44000131,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Disagree,Disagree,Disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree
53510405,Yes,Man,[Decline to Answer],24,African,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,American,3,20+,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
21790504,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],7. Completely fluent,Canadian,17,1,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Agree,Agree,Agree,Disagree,Disagree,Slightly agree,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Slightly agree
60380331,No,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Indian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Disagree,Disagree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Slightly agree,Agree,Slightly agree
40550310,Yes,Woman,[Decline to Answer],26,Hispanic,[Decline to Answer],Both English and another language,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Slightly conservative,3rd,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
98040221,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Other,Tagalog,[Decline to Answer],10,7. Completely fluent,Filipino,10,8,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree
86860928,Yes,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],Punjabi,[Decline to Answer],[Decline to Answer],15,7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Slightly liberal,2nd,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Disagree,Agree,Slightly agree,Agree,Agree,Agree,Agree
26250731,Yes,Man,[Decline to Answer],19,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Hong Kong/Canadian/UK,9,10,Atheist,[Decline to Answer],Mostly right handed,Slightly liberal,2nd,Agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Slightly agree
32160406,Yes,Woman,[Decline to Answer],21,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly left handed,Strongly liberal,3rd,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Strongly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Agree,Slightly agree,Strongly agree,Agree,Strongly agree,Strongly agree
29571123,Yes,Woman,[Decline to Answer],21,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],punjabi,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree
50900918,Yes,Woman,[Decline to Answer],19,European,[Decline to Answer],Both English and another language,[Decline to Answer],russian,[Decline to Answer],7. Completely fluent,jewish,[Decline to Answer],[Decline to Answer],Jewish,[Decline to Answer],Mostly right handed,Moderately conservative,3rd,Slightly agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly disagree,Agree,Strongly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Neither agree nor disagree
63130216,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,Anglican,Mostly right handed,Moderately conservative,3rd,Slightly disagree,Neither agree nor disagree,Slightly agree,Disagree,Agree,Agree,Agree,Agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
71461101,Yes,Woman,[Decline to Answer],18,Hispanic,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly disagree,Disagree,Agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree
16700316,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Neither agree nor disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree
68450708,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Chinese,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Slightly disagree,Disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
87840908,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],[Decline to Answer],5,Chinese,1,18,Atheist,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree
89690123,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],4,6,China,4,15,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Strongly agree
22830123,I don't know,Other,Agender or Nonbinary Woman,15,European,[Decline to Answer],Other,Russian,[Decline to Answer],9,6,Russian,9,6,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree,Agree,Strongly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly agree,Agree,Slightly disagree,Agree,Slightly agree,Strongly agree,Agree
53760421,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],6 years,4,China,1,19,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately liberal,1st,Slightly agree,[Decline to Answer],Slightly agree,Agree,Slightly disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
91250205,I don't know,Man,[Decline to Answer],18,European,[Decline to Answer],Both English and another language,[Decline to Answer],Romanian,[Decline to Answer],7. Completely fluent,Romanian/Canadian,18,1,Christian,[Decline to Answer],Mostly right handed,Slightly conservative,1st,Disagree,Disagree,Slightly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree,Agree,Strongly agree,Slightly agree
49450724,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],1,4,Chinese,1,18,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],1st,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
43400825,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],13,6,canadian,15,3,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately liberal,1st,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree
86290211,Yes,Woman,[Decline to Answer],26,European,[Decline to Answer],Other,German,[Decline to Answer],6,5,German,5,20+,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Slightly agree,Agree,Slightly agree
14111218,Yes,Woman,[Decline to Answer],17,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],7. Completely fluent,New Zealand and Canadian citizen,11,7,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree
18180518,I don't know,Woman,nil,22,South East Asian,nil,English,nil,nil,nil,7. Completely fluent,Malaysian,6,16,Christian,nil,Mostly right handed,[Decline to Answer],4th,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree
29541202,Yes,Man,[Decline to Answer],16,Other,East Asian and european,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately conservative,1st,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree
71361024,Yes,Man,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Jewish,[Decline to Answer],Mostly right handed,[Decline to Answer],3rd,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree,Slightly agree,Neither agree nor disagree,Disagree,Slightly agree,Agree,Agree,Strongly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Agree,Strongly agree
66860706,I don't know,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Slightly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Disagree
51410405,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Slightly disagree,Disagree,Agree,Slightly agree,Agree,Strongly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
74900123,Yes,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,New Zealand,1,19,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,[Decline to Answer],Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Slightly agree,Agree,Strongly agree
30400524,Yes,Woman,[Decline to Answer],21,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],6,5,South Korea,2,18,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree
19081013,Yes,Woman,NA,21,South East Asian,NA,English,NA,NA,NA,7. Completely fluent,Singaporean,[Decline to Answer],[Decline to Answer],Other,Catholic,Mostly right handed,Moderately liberal,3rd,Disagree,Strongly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Slightly agree,Agree,Agree,Agree,Strongly agree,Agree
65640604,Yes,Woman,female,33,East Asian,Chinese,Both English and another language,[Decline to Answer],Cantonese,30+,5,Canadian,20+,9,Nonreligious,[Decline to Answer],Ambidextrious,Slightly liberal,Other,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly agree,Disagree,Slightly disagree,Strongly disagree
56800819,[Decline to Answer],Man,[Decline to Answer],19,Hispanic,[Decline to Answer],Both English and another language,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Brazilian,7,13,Agnostic,[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
92980712,Yes,Woman,[Decline to Answer],18,[Decline to Answer],[Decline to Answer],Both English and another language,[Decline to Answer],hindi,[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Hindu,Jainism,Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
60040629,Yes,Man,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Strongly disagree,Strongly disagree,Slightly disagree,Disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Strongly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Disagree
75821207,Yes,Woman,[Decline to Answer],18,Hispanic,[Decline to Answer],Both English and another language,[Decline to Answer],spanish,[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Moderately conservative,2nd,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree
27260106,Yes,Woman,N/a,24,European,N/a,English,N/a,N/a,N/a,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,N/a,Mostly right handed,Moderately liberal,Other,Neither agree nor disagree,Disagree,Slightly disagree,Slightly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
46560820,Yes,Woman,[Decline to Answer],20,Hispanic,[Decline to Answer],Both English and another language,[Decline to Answer],Spanish,[Decline to Answer],7. Completely fluent,Canadian,17,2,Christian,[Decline to Answer],Mostly right handed,Moderately conservative,3rd,Agree,Agree,Strongly agree,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree
88440812,Yes,Woman,[Decline to Answer],19,Other,Canadian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Caucasian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Agree,Neither agree nor disagree,Slightly agree,Slightly disagree
13751003,No,Man,[Decline to Answer],18,South East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],12,6,Taiwanese,12,6,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Agree,Agree,Agree,Strongly disagree,Slightly agree,Agree,Agree,Agree,Slightly disagree,Slightly disagree,Strongly disagree,[Decline to Answer],Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree,Agree
39620818,Yes,Woman,[Decline to Answer],19,East Asian,/,Mandarin,/,/,about 10 years,6,Chinese,3,16,Agnostic,/,Ambidextrious,Neutral/moderate,1st,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Slightly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree
57490906,Yes,Woman,[Decline to Answer],21,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Filipino,[Decline to Answer],7. Completely fluent,Filipino,1,20+,Christian,[Decline to Answer],Mostly right handed,Slightly conservative,4th,Slightly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Slightly agree,Strongly agree,Neither agree nor disagree
25990921,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Indian,[Decline to Answer],18,Christian,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Disagree,[Decline to Answer],Neither agree nor disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
30991117,Yes,Woman,[Decline to Answer],17,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,Lutheran,Mostly right handed,Moderately liberal,1st,Disagree,Slightly disagree,Slightly agree,Disagree,Agree,Neither agree nor disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree
55980103,Yes,Woman,[Decline to Answer],18,Other,Taiwanese Canadian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Taiwanese Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree
39070629,Yes,Woman,[Decline to Answer],18,Hispanic,[Decline to Answer],French,[Decline to Answer],[Decline to Answer],13,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly left handed,Neutral/moderate,1st,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Neither agree nor disagree,Disagree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Disagree,Neither agree nor disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly disagree
61410327,Yes,Man,He,18,East Asian,Vietnamese,English,English,[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,Baptist Christian,Mostly right handed,Slightly conservative,1st,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Slightly agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Disagree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree
28650807,Yes,Woman,women,22,South Asian,[Decline to Answer],Punjabi,[Decline to Answer],[Decline to Answer],21,7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Agree,Slightly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Slightly agree,Agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Slightly agree
